Step;Time(s);MeanReward;StdReward
8600000;4517,721;0,488;0,249
8650000;4539,319;0,583;0,161
8700000;4561,117;0,581;0,180
8750000;4582,508;0,581;0,216
8800000;4604,127;0,534;0,179
8850000;4625,627;0,538;0,176
8900000;4647,167;0,568;0,262
8950000;4669,322;0,571;0,160
9000000;4701,234;0,533;0,174
9050000;4732,800;0,568;0,198
9100000;4764,518;0,551;0,183
9150000;4796,287;0,559;0,233
9200000;4827,964;0,539;0,291
9250000;4859,741;0,559;0,204
9300000;4891,146;0,522;0,257
9350000;4926,708;0,544;0,260
9400000;4957,971;0,615;0,183
9450000;4989,428;0,494;0,194
9500000;5021,050;0,574;0,158
9550000;5052,798;0,547;0,312
9600000;5084,361;0,534;0,241
9650000;5116,088;0,574;0,193
9700000;5147,737;0,559;0,184
9750000;5179,448;0,550;0,193
9800000;5211,112;0,605;0,170
9850000;5242,774;0,548;0,191
9900000;5274,325;0,512;0,217
9950000;5306,112;0,572;0,211
10000000;5337,680;0,551;0,290
