Step;Time(s);MeanReward;StdReward
50000;32,702;-0,647;0,864
100000;70,463;-1,066;0,921
150000;107,371;-1,348;1,120
200000;144,112;-0,717;0,901
250000;180,809;-0,785;0,706
300000;217,009;-0,289;0,391
350000;253,889;-0,380;0,563
400000;290,428;-0,215;0,385
450000;327,432;-0,003;0,198
500000;363,571;-0,115;0,864
550000;396,072;-0,018;0,481
600000;430,814;0,094;0,279
650000;466,664;0,071;0,453
700000;501,276;-0,323;0,714
750000;536,497;-0,205;0,725
800000;571,460;-0,179;0,674
850000;606,806;-0,173;1,232
900000;641,601;0,138;0,359
950000;676,645;0,155;0,280
1000000;711,377;0,168;0,220
1050000;746,055;0,223;0,251
1100000;780,846;0,193;0,283
1150000;815,481;0,278;0,148
1200000;850,465;0,245;0,301
1250000;885,081;0,227;0,178
1300000;919,983;0,274;0,182
1350000;954,212;0,374;0,225
1400000;988,602;0,184;0,339
1450000;1023,424;0,186;0,182
1500000;1057,748;0,180;0,370
1550000;1092,529;0,202;0,254
1600000;1127,053;0,262;0,218
1650000;1161,745;0,303;0,243
1700000;1196,384;0,288;0,223
1750000;1234,567;0,324;0,241
1800000;1268,726;0,207;0,309
1850000;1303,170;0,330;0,227
1900000;1337,327;0,324;0,226
1950000;1372,107;0,071;1,071
2000000;1406,228;0,356;0,213
2050000;1440,505;0,224;0,840
2100000;1475,033;0,235;0,328
2150000;1509,152;0,359;0,284
2200000;1543,751;0,221;0,258
2250000;1578,084;0,350;0,169
2300000;1612,825;0,232;0,319
2350000;1647,383;0,238;0,329
2400000;1681,983;0,343;0,247
2450000;1716,626;0,292;0,215
2500000;1751,055;0,295;0,256
2550000;1785,666;0,306;0,363
2600000;1820,100;0,186;0,351
2650000;1854,699;0,348;0,151
2700000;1889,081;0,311;0,245
2750000;1923,528;0,260;0,322
2800000;1958,145;0,340;0,201
2850000;1996,220;0,243;0,344
2900000;2030,060;0,228;0,379
2950000;2064,245;0,365;0,220
3000000;2098,885;0,347;0,205
3050000;2133,402;0,437;0,189
3100000;2168,081;0,360;0,206
3150000;2202,720;0,302;0,230
3200000;2237,160;0,334;0,251
3250000;2271,826;0,405;0,225
3300000;2306,721;0,314;0,376
3350000;2341,685;0,172;0,447
3400000;2376,282;0,360;0,232
3450000;2410,922;0,426;0,220
3500000;2445,594;0,264;0,410
3550000;2480,135;0,242;0,361
3600000;2515,682;0,309;0,298
3650000;2551,272;0,331;0,213
3700000;2586,401;0,327;0,249
3750000;2621,693;0,283;0,250
3800000;2656,835;0,300;0,358
3850000;2691,718;0,305;0,196
3900000;2726,644;0,334;0,245
3950000;2761,797;0,356;0,220
4000000;2796,562;0,307;0,248
4050000;2834,711;0,294;0,290
4100000;2869,148;0,277;0,324
4150000;2903,256;0,365;0,191
4200000;2938,157;0,308;0,307
4250000;2972,929;0,325;0,224
4300000;3007,962;0,288;0,199
4350000;3042,907;0,143;0,823
4400000;3077,662;0,344;0,354
4450000;3112,548;0,342;0,187
4500000;3147,231;0,330;0,216
4550000;3182,340;0,340;0,257
4600000;3211,457;0,295;0,260
4650000;3247,017;0,424;0,161
4700000;3282,656;0,296;0,262
4750000;3318,479;0,414;0,269
4800000;3353,416;0,402;0,272
4850000;3388,754;0,362;0,247
4900000;3424,533;0,105;0,767
4950000;3460,296;0,302;0,252
5000000;3495,972;0,361;0,196
5050000;3531,707;0,300;0,264
5100000;3567,648;0,317;0,286
5150000;3603,360;0,396;0,243
5200000;3642,827;0,366;0,247
5250000;3678,192;0,289;0,346
5300000;3713,230;0,353;0,255
5350000;3748,947;0,307;0,270
5400000;3784,322;0,359;0,347
5450000;3819,697;0,437;0,217
5500000;3854,998;0,312;0,276
5550000;3890,150;0,387;0,281
5600000;3925,916;0,381;0,253
5650000;3961,018;0,312;0,352
5700000;3996,235;0,389;0,245
5750000;4032,674;0,394;0,248
5800000;4068,260;0,423;0,268
5850000;4103,904;0,400;0,244
5900000;4139,839;0,384;0,295
5950000;4175,422;0,362;0,220
6000000;4211,070;0,399;0,250
6050000;4246,731;0,322;0,245
6100000;4282,049;0,315;0,340
6150000;4317,373;0,443;0,201
6200000;4352,749;0,271;0,382
6250000;4387,749;0,310;0,296
6300000;4423,135;0,380;0,244
6350000;4458,899;0,393;0,273
6400000;4497,133;0,389;0,263
6450000;4531,823;0,400;0,254
6500000;4566,433;0,426;0,223
6550000;4601,292;0,419;0,213
6600000;4636,690;0,370;0,229
6650000;4672,063;0,409;0,238
6700000;4706,710;0,404;0,215
6750000;4741,375;0,346;0,317
6800000;4776,003;0,368;0,254
6850000;4810,995;0,404;0,256
6900000;4846,049;0,371;0,271
6950000;4880,758;0,290;0,643
7000000;4915,459;0,359;0,437
7050000;4950,195;0,423;0,245
7100000;4985,039;0,383;0,235
7150000;5019,571;0,477;0,210
7200000;5054,778;0,355;0,268
7250000;5089,499;0,383;0,281
7300000;5124,524;0,418;0,178
7350000;5159,227;0,340;0,335
7400000;5194,262;0,342;0,295
7450000;5229,519;0,331;0,227
7500000;5264,561;0,273;0,237
7550000;5303,288;0,302;0,199
7600000;5337,566;0,379;0,239
7650000;5371,939;0,372;0,233
7700000;5406,486;0,358;0,279
7750000;5441,324;0,344;0,276
7800000;5476,138;0,369;0,404
7850000;5510,623;0,358;0,249
7900000;5545,604;0,417;0,268
7950000;5580,541;0,423;0,226
8000000;5614,978;0,429;0,201
8050000;5649,468;0,400;0,220
8100000;5683,888;0,406;0,226
8150000;5718,499;0,424;0,163
8200000;5753,412;0,387;0,248
8250000;5789,228;0,303;0,224
8300000;5824,903;0,415;0,219
8350000;5860,472;0,371;0,204
8400000;5896,074;0,453;0,186
8450000;5931,688;0,395;0,205
8500000;5967,296;0,422;0,191
8550000;6002,601;0,389;0,181
8600000;6038,434;0,383;0,187
8650000;6073,623;0,442;0,179
8700000;6113,031;0,467;0,141
8750000;6148,745;0,423;0,183
8800000;6184,167;0,441;0,228
8850000;6219,622;0,452;0,176
8900000;6254,725;0,410;0,185
8950000;6289,658;0,375;0,211
9000000;6324,599;0,403;0,226
9050000;6359,571;0,431;0,224
9100000;6394,481;0,471;0,215
9150000;6429,337;0,467;0,184
9200000;6464,279;0,381;0,309
9250000;6499,055;0,334;0,356
9300000;6533,784;0,422;0,186
9350000;6568,482;0,361;0,217
9400000;6603,364;0,481;0,222
9450000;6638,462;0,221;0,907
9500000;6673,623;0,434;0,216
9550000;6708,559;0,398;0,239
9600000;6743,167;0,441;0,219
9650000;6778,144;0,327;0,296
9700000;6813,016;0,425;0,190
9750000;6848,152;0,435;0,178
9800000;6883,010;0,323;0,340
9850000;6921,772;0,365;0,277
9900000;6956,345;0,265;0,744
9950000;6990,927;0,332;0,201
10000000;7025,737;0,374;0,346
